"発電所コード","エリア","発電所名","ユニット名","発電方式・燃種","対象日","00:30[kWh]","01:00[kWh]","01:30[kWh]","02:00[kWh]","02:30[kWh]","03:00[kWh]","03:30[kWh]","04:00[kWh]","04:30[kWh]","05:00[kWh]","05:30[kWh]","06:00[kWh]","06:30[kWh]","07:00[kWh]","07:30[kWh]","08:00[kWh]","08:30[kWh]","09:00[kWh]","09:30[kWh]","10:00[kWh]","10:30[kWh]","11:00[kWh]","11:30[kWh]","12:00[kWh]","12:30[kWh]","13:00[kWh]","13:30[kWh]","14:00[kWh]","14:30[kWh]","15:00[kWh]","15:30[kWh]","16:00[kWh]","16:30[kWh]","17:00[kWh]","17:30[kWh]","18:00[kWh]","18:30[kWh]","19:00[kWh]","19:30[kWh]","20:00[kWh]","20:30[kWh]","21:00[kWh]","21:30[kWh]","22:00[kWh]","22:30[kWh]","23:00[kWh]","23:30[kWh]","24:00[kWh]","日量[kWh]","更新日時"
"31302","東京","安曇発電所","6号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"31301","東京","新高瀬川発電所","1号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26000","14000","0","0","0","52000","107000","107000","106000","103000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","515000","2025/11/26 15:30:06"
"31301","東京","新高瀬川発電所","2号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"31301","東京","新高瀬川発電所","3号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"31301","東京","新高瀬川発電所","4号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"31007","東京","玉原発電所","1号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21000","90000","90000","24000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","225000","2025/11/26 15:30:06"
"31007","東京","玉原発電所","2号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91000","92000","90000","7000","0","0","0","0","0","0","0","0","0","0","0","0","38000","90000","90000","89000","88000","0","0","0","0","0","0","0","0","0","0","0","675000","2025/11/26 15:30:06"
"31007","東京","玉原発電所","3号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"31007","東京","玉原発電所","4号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68000","93000","90000","98000","90000","90000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","531000","2025/11/26 15:30:06"
"31203","東京","神流川発電所","1号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4000","141000","140000","145000","150000","136000","137000","149000","28000","0","0","0","75000","139000","138000","135000","136000","135000","136000","143000","136000","140000","142000","136000","9000","0","0","0","0","0","0","0","0","0","2630000","2025/11/26 15:30:06"
"31203","東京","神流川発電所","2号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52000","148000","154000","140000","140000","153000","144000","139000","25000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8000","1103000","2025/11/26 15:30:06"
